;mz;intensity;RT.x;peak ID;HS IDs;series level;to ID;m/z increment;RT increment;HS cluster;Row Names;blank_1-A,1_01_11442'' [1];QC_1-A,2_01_11452'' [1];QC_1-A,2_01_11458'' [1];QC_1-A,2_01_11464'' [1];daf-2_001_1-C,1_01_11459'' [1];daf-2_002_1-C,2_01_11456'' [1];daf-2_003_1-C,3_01_11460'' [1];daf-2_004_1-C,4_01_11454'' [1];daf-2_005_1-C,5_01_11463'' [1];N2_001_1-B,1_01_11453'' [1];N2_002_1-B,2_01_11462'' [1];N2_003_1-B,3_01_11461'' [1];N2_004_1-B,4_01_11455'' [1];N2_005_1-B,5_01_11457'' [1];Row;Group;Size;Mass;Charge;RT.y;Base Peak;Adduct;TandemLCpart
149;402.3131848;999;32.87363936;2113;18;1;760;13.0077398;0.4942;18;Cluster_02592;16513.115000000002;2691.5703;2852.752;2710.122;2916.5037000000002;3943.2116999999998;2914.7157999999999;3678.6194;2389.8879999999999;3023.5239999999999;2351.1637999999998;2837.2379999999998;3708.3126999999999;5326.4106000000002;Cluster_02592;3807;2;401.3059088;1;32.87363936;20998;M+H;RP
150;403.3782631;999;40.6130716;1492;314;4;2312;14.0158116;0.5988;314;Cluster_02607;24094.11;2533.906;2831.0984;2548.793;2765.491;3304.6867999999999;2778.0708;2796.1572000000001;2989.2049999999999;2823.0962;2781.7532000000001;2921.7026000000001;3215.5117;3644.7190000000001;Cluster_02607;237;2;402.3709871;1;40.6130716;21102;M+H;RP
151;405.7997301;999;32.31677627;405;118/163/267;1/1/1;1269/648/968;22.0125478/23.0211923/34.0116127;0.0109/0.8934/0.8885;118/163/267;Cluster_11470;201.83563000000001;170.87822;85.73896;184.14061;213.28654;197.31811999999999;218.69627;287.06659999999999;279.89490000000001;103.99025;248.99402000000001;196.84035;96.347110000000001;115.08584999999999;Cluster_11470;NA;2;809.5849072;2;32.31677627;21258;NA;RP
152;406.8078502;999;33.27599862;1111;141;3;0;22.0134355;0.0142;141;Cluster_00135;7213.2139999999999;1375.5885;1912.8258;1458.3152;2513.27;2968.2646;2266.8126999999999;2033.4534000000001;1673.4260999999999;1816.1985;1625.9668999999999;2047.7607;2302.8292999999999;2203.8914;Cluster_00135;NA;3;811.6011474;2;33.27599862;21315;NA;RP
153;407.8153177;999;34.13981617;443;243;3;0;29.0207136;0.6487;243;Cluster_00140;34597.879999999997;19092.264;16442.244;19193.201;18984.324000000001;18410.523000000001;18876.203000000001;16086.838;18016.455000000002;18015.785;15175.124;17026.366999999998;16444.629000000001;15878.084999999999;Cluster_00140;NA;4;813.6160824;2;34.13981617;21391;NA;RP
154;408.3083432;999;38.31534413;281;220;3;0;27.9941044;0.4527;220;Cluster_02641;66466.87;4329.755;3539.9482;4259.877;5193.3329999999996;5810.48;4504.2812000000004;5252.9920000000002;4474.1840000000002;5443.4277000000002;4312.2129999999997;4506.4125999999997;5660.7120000000004;4483.7219999999998;Cluster_02641;3868;2;407.3010672;1;38.31534413;21445;M+H;RP
155;408.3085849;999;38.53165869;151;221;3;0;27.9942253;0.5608;221;Cluster_02642;70419.516000000003;9194.475;8413.1;9194.659;7774.6216000000004;8286.9959999999992;8153.9129999999996;7438.7084999999997;9397.241;7591.5176000000001;8137.1962999999996;8383.9689999999991;8630.6419999999998;9317.9509999999991;Cluster_02642;3869;3;407.3013089;1;38.53165869;21446;M+H;RP
156;409.3207803;999;33.49926901;2403;130;2;1138;22.0133197;0.0063;130;Cluster_00146;2158.538;308.51413;252.58801;298.63544;412.76940000000002;316.18912;454.98806999999999;160.40947;207.16955999999999;206.40262000000001;226.13574;420.17743000000002;354.31686000000002;231.26935;Cluster_00146;NA;2;816.6270076;2;33.49926901;21547;NA;RP
157;411.3444246;999;40.1010597;2492;278;3;540;14.0155564;0.5924;278;Cluster_02673;1787.4911;1214.9463;1165.9719;1212.7994;1131.0762;1607.9674;1131.0994000000001;1295.3816999999999;1102.3514;1195.4812999999999;1268.5942;1197.8989999999999;1171.2819;1446.2263;Cluster_02673;220;2;388.3552036;1;40.1010597;21697;M+Na;RP
158;412.2454191;999;30.78101201;1090;199/313/329;1/1/1;1117/234/234;26.0155429/14.0158877/14.0158472;0.8869/0.9658/0.913;199/313/329;Cluster_02679;NaN;3688.7441;4019.175;3695.6104;600.36410000000001;692.63620000000003;698.1019;1216.4453000000001;1202.3777;NaN;1845.9364;3109.0167999999999;NaN;659.30679999999995;Cluster_02679;3910;2;411.2381431;1;30.78101201;21747;M+H;RP
159;412.3421518;999;34.43372575;700;75;3;0;14.015932;0.6927;75;Cluster_08477;NaN;463.93845;1035.8171;426.74826;319.90573000000001;439.98599999999999;512.60753999999997;426.25754000000001;1293.5237999999999;468.66802999999999;622.68219999999997;851.64880000000005;367.60784999999998;1239.1352999999999;Cluster_08477;3911;2;411.3348758;1;34.43372575;21751;M+H;RP
160;413.8147711;999;33.89172629;1326;246;2;706;29.0207558;0.5965;246;Cluster_11473;NaN;325.15475;314.43375;324.28937;360.32943999999998;227.19300000000001;402.66388000000001;292.1694;197.07250999999999;319.30099999999999;227.86838;337.67358000000002;351.70240000000001;498.3553;Cluster_11473;NA;2;825.6149893;2;33.89172629;21824;NA;RP
161;415.3208154;999;33.26819503;760;18/122/133/134;2/2/2/3;2206/1717/1826;13.0077398/22.0121399/22.0131584/22.0131798;0.4942/0.0906/0.0085/0.0117;18/122/133/134;Cluster_06040;7647.2290000000003;2045.526;2685.938;2113.3198;3191.2766000000001;3693.3764999999999;3336.0450000000001;2687.0027;2020.8620000000001;1854.9151999999999;2299.6055000000001;2417.1333;2949.3901000000001;2617.2631999999999;Cluster_06040;NA;3;828.6270779;2;33.26819503;21966;NA;RP
162;416.3294606;999;34.11847837;971;242/262;1/2;2300/934;29.020586/29.022701;0.6455/0.5533;242/262;Cluster_06046;58943.01;23600.635;18591.639;23649.773;21229.383000000002;22653.324000000001;21599.775000000001;19279.074000000001;23687.988000000001;21986.736000000001;24256.002;24915.947;22348.809000000001;21151.074000000001;Cluster_06046;NA;5;830.6443682;2;34.11847837;22074;NA;RP
163;416.7463968;999;47.28036575;1315;324;3;1785;22.0130611;0.0039;324;Cluster_06052;2273.4830000000002;1219.4752;989.47394;1219.1572;1051.4739;1080.4935;1058.7584999999999;896.35199999999998;1016.87695;961.64850000000001;1094.5429999999999;1187.5408;1003.4961499999999;1094.7753;Cluster_06052;NA;3;831.4782406;2;47.28036575;22104;NA;RP
164;416.7902879;999;47.36758863;879;185;1;2614;24.0294953;0.1059;185;Cluster_12855;NaN;163.7419;134.81398;154.67528;63.262039999999999;132.09288000000001;262.33391999999998;163.14873;266.61734000000001;280.88454999999999;183.67058;220.74052;277.71170000000001;210.48197999999999;Cluster_12855;3963;2;415.7830119;1;47.36758863;22217;M+H;RP
165;417.3936099;999;41.16399383;2312;231/314;2/5;1550;28.0314295/14.0158116;1.0721/0.5988;231/314;Cluster_02724;2809.1858000000002;857.68646;918.72;856.8084;1112.3416;898.07740000000001;1192.461;854.61360000000002;826.32574;841.79705999999999;847.22375;1102.0917999999999;928.27344000000005;1042.5488;Cluster_02724;3978;2;416.3863339;1;41.16399383;22203;M+H;RP
166;419.8153563;999;31.97876815;1706;289;1;1247;22.0129767;0.0111;289;Cluster_00158;2855.6073999999999;160.68843;401.32535;195.30405;361.02785999999998;453.63389999999998;478.14830000000001;384.37097;341.98989999999998;541.22144000000003;320.38506999999998;486.2321;286.27199999999999;256.59933000000001;Cluster_00158;NA;2;837.6161596;2;31.97876815;22392;NA;RP
167;419.8157936;999;33.87344882;2237;149/219;1/1;961/526;23.0207303/27.0246482;0.7685/0.2849;149/219;Cluster_00157;NaN;258.6227;262.6967;258.8001;381.82049999999998;323.24588;317.61376999999999;332.76925999999997;256.08963;502.34129999999999;320.36093;409.8186;274.73788000000002;228.11472000000001;Cluster_00157;NA;2;837.6170342;2;33.87344882;22389;NA;RP
168;420.404782;999;40.61091914;2424;275;1;1235;14.0155047;0.5147;275;Cluster_08501;34711.733999999997;4078.2534;4190.7075;4083.1648;4158.3842999999997;4576.2209999999995;4843.8402999999998;4131.2602999999999;4135.6122999999998;4096.2266;3950.0956999999999;3972.6493999999998;4499.0137000000004;5188.7934999999998;Cluster_08501;4007;2;419.397506;1;40.61091914;22451;M+H;RP
169;420.7671516;999;47.25034696;599;124/132;2/1;1045/1045;22.0128229/22.0132319;0.0015/6e-04;124/132;Cluster_06061;310.85052000000002;589.53577;661.40454;585.777;762.76244999999994;790.51729999999998;774.63199999999995;730.55175999999994;640.73410000000001;575.65899999999999;612.70719999999994;821.31560000000002;584.02599999999995;654.60979999999995;Cluster_06061;NA;2;839.5197502;2;47.25034696;22458;NA;RP
170;420.8240394;999;34.49206728;422;136/137;2/3;961;22.0130733/22.0134648;0.0871/0.0049;136/137;Cluster_00161;17333.544999999998;10312.782;8073.926;10386.592;8233.2639999999992;10251.916999999999;9139.5640000000003;8676.0300000000007;8999.6959999999999;10630.348;9730.018;10988.520500000001;8898.1299999999992;10975.984;Cluster_00161;NA;4;839.6335258;2;34.49206728;22464;NA;RP
171;422.3098231;999;47.17482172;2283;151;1;1815;23.0209952;0.1356;151;Cluster_12875;2136.6266999999998;176.54063;303.82812;184.21149;360.55560000000003;571.58759999999995;283.32454999999999;268.81085000000002;137.78190000000001;308.34676999999999;243.02864;301.82733000000002;217.73004;326.79962;Cluster_12875;4020;2;421.3025471;1;47.17482172;22586;M+H;RP
172;423.3362263;999;34.79468026;228;254;2;697;29.0211731;0.6648;254;Cluster_00169;1020.54297;407.17673;295.41797;404.22906;394.64037999999999;648.077;351.75943000000001;436.29915999999997;390.65710000000001;251.15219999999999;233.79361;321.57294000000002;307.67833999999999;331.89800000000002;Cluster_00169;NA;2;844.6578997;2;34.79468026;22693;NA;RP
173;423.8099859;999;31.64592045;2155;318/323;4/1;2458/2458;22.0130773/22.0128904;0.0262/0.0164;318/323;Cluster_06080;3838.7716999999998;387.93167;408.1325;389.98557;483.22890000000001;515.98910000000001;476.82159999999999;385.27672999999999;279.50850000000003;696.16723999999999;241.42674;544.13385000000005;440.39508000000001;453.09433000000001;Cluster_06080;NA;2;845.6054188;2;31.64592045;22707;NA;RP
174;424.2456385;999;30.57532303;553;279/297/298/301;1/1/1/1;1117/301/301/301;14.0156784/26.0156604/26.0156604/26.0157136;1.0558/0.9034/0.9704/0.9704;279/297/298/301;Cluster_02760;NaN;41588.902;38324.418;41611.875;40814.42;43286.546999999999;44027.792999999998;45624.667999999998;45661.402000000002;16265.168;53547.366999999998;70297.59;41780.875;40994.565999999999;Cluster_02760;254;3;423.2383625;1;30.57532303;22739;M+H;RP
175;424.3257384;999;47.45234193;2233;15;1;1519;13.0071962;0.0246;15;Cluster_06083;10785.144;296.14984;454.79718;321.49536;646.09670000000006;664.30290000000002;535.73130000000003;398.1198;376.67676;577.36284999999998;500.28598;491.06270000000001;582.25250000000005;497.72476;Cluster_06083;NA;2;846.6369239;2;47.45234193;22769;NA;RP
176;424.3260237;999;32.88800734;1670;321;1;2495;29.0210273;0.5977;321;Cluster_02764;26042.651999999998;4835.9614;6276.2554;4977.034;7585.2866000000004;8734.5840000000007;6371.2020000000002;6667.6274000000003;4659.4889999999996;5281.4233000000004;5147.5349999999999;5566.3114999999998;6578.2179999999998;8392.5930000000008;Cluster_02764;4038;2;423.3187477;1;32.88800734;22766;M+H;RP
177;424.3629353;999;35.87414598;2676;72;1;949;14.0156756;0.8762;72;Cluster_08508;5301.74;1423.7714;989.7103;1392.0026;1133.5966000000001;1441.4276;1333.528;1287.0831000000001;1261.4612999999999;1539.7157;1234.2460000000001;1144.6587999999999;1128.8798999999999;1443.9386;Cluster_08508;4041;2;423.3556593;1;35.87414598;22781;M+H;RP
178;425.3599865;999;40.60658109;540;278;4;0;14.0155564;0.5924;278;Cluster_12884;8172.2619999999997;808.5646;849.0635;809.8456;769.82153000000005;931.80489999999998;804.50183000000004;871.10913000000005;951.33460000000002;934.47280000000001;1091.4825000000001;825.69;982.17693999999995;1142.4204999999999;Cluster_12884;237;2;402.3707655;1;40.60658109;22868;M+Na;RP
179;426.2610309;999;31.83658184;234;299/300/313/329;1/1/2/2;816/816/2757/2757;26.0158469/26.0159891/14.0158877/14.0158472;0.7077/0.6569/0.9658/0.913;299/300/313/329;Cluster_02783;NaN;5815.675;5415.6426;5826.422;3585.0590000000002;2888.9695000000002;4299.491;4802.4066999999995;5999.5969999999998;NaN;5156.5806000000002;9968;13141.57;883.64739999999995;Cluster_02783;4064;2;425.2537549;1;31.83658184;22924;M+H;RP
180;426.2610641;999;32.48600573;2756;210/277;1/1;46/2447;26.0159204/14.0157585;0.3671/0.5856;210/277;Cluster_02784;NaN;1221.8605;2237.394;1064.7423;955.17780000000005;740.16390000000001;890.13762999999994;836.38160000000005;5055.8159999999998;NaN;NaN;NaN;185.18440000000001;NaN;Cluster_02784;4065;2;425.2537881;1;32.48600573;22925;M+H;RP
181;427.736851;999;47.27218855;2604;291;1;1102;22.0131602;0.0051;291;Cluster_06093;1077.3235;684.4969;523.24524;688.88293;690.32619999999997;654.01262999999994;501.47852;669.45600000000002;675.05129999999997;576.49990000000003;710.51260000000002;727.0616;544.95934999999997;641.53629999999998;Cluster_06093;NA;2;853.459149;2;47.27218855;23031;NA;RP
182;427.8124894;999;32.33495104;1269;118/158/268;2/1/1;1195/1784/103;22.0125478/23.0213618/34.0118276;0.0109/0.873/0.8683;118/158/268;Cluster_06096;NaN;216.3249;117.98071;191.7729;159.74531999999999;303.22284000000002;215.17923999999999;305.60208;84.566695999999993;189.87502000000001;106.93648;125.69801;208.83015;137.62227999999999;Cluster_06096;NA;2;853.6104258;2;32.33495104;23036;NA;RP
183;428.3286904;999;33.86207669;2206;18/113;3/1;1249;13.0077398/20.0118065;0.4942/0.107;18/113;Cluster_06101;915.81089999999995;507.0328;566.14325;506.4546;473.68903;398.09818000000001;750.0394;382.18624999999997;404.86142000000001;596.10429999999997;420.44076999999999;497.63412;482.96194000000003;278.84264999999999;Cluster_06101;NA;2;854.6428279;2;33.86207669;23109;NA;RP
184;428.3734063;999;38.14450776;2477;222;3;0;27.9952784;0.4741;222;Cluster_02803;10472.816999999999;3108.9692;3289.9324;3103.3115;3071.6003000000001;3280.5740000000001;3477.0590000000002;2728.4735999999998;3190.7316999999998;3421.7683000000002;3806.9953999999998;3846.1226000000001;3857.8117999999999;4142.9350000000004;Cluster_02803;255;2;427.3661303;1;38.14450776;23116;M+H;RP
185;428.8176016;999;33.45854222;407;260;1;2639;29.0229931;0.4793;260;Cluster_11491;NaN;230.75569;52.742367;227.06401;89.67944;143.86748;82.238463999999993;81.016846000000001;77.445210000000003;191.30547000000001;121.54747;103.81422000000001;129.41783000000001;122.51958999999999;Cluster_11491;NA;2;855.6206503;2;33.45854222;23205;NA;RP
186;428.8204545;999;33.27517483;648;163/256;2/1;2192/2639;23.0211923/29.0211599;0.8934/0.6638;163/256;Cluster_06103;17264.155999999999;2170.2065;2765.5173;2292.4812;3751.56;4002.6466999999998;3447.6552999999999;3066.0425;2427.8854999999999;2596.3456999999999;2332.4553000000001;3421.9836;2188.9940999999999;3060.9967999999999;Cluster_06103;NA;3;855.626356;2;33.27517483;23142;NA;RP
187;429.3365619;999;34.47324928;2272;245;3;0;29.021002;0.6142;245;Cluster_02813;26769.305;12544.522;9884.893;12732.923;12044.004000000001;15196.297;11527.178;12086.751;10037.379000000001;11957.927;12927.099;12208.332;10605.416999999999;14151.437;Cluster_02813;4104;2;428.3292859;1;34.47324928;23206;M+H;RP
188;429.8293046;999;34.12275197;1303;252;3;0;29.021545;0.6291;252;Cluster_06112;40422.1;24547.072;19489.557;24850.357;24011.85;23814.720000000001;24531.673999999999;20951.52;25153.215;22934.544999999998;21318.346000000001;25078.268;21153.815999999999;23269.865000000002;Cluster_06112;NA;4;857.6440561;2;34.12275197;23236;NA;RP
189;430.3447751;999;35.45610597;1868;250;3;0;29.0208423;0.6663;250;Cluster_00180;10970.459000000001;7047.2485;5624.2983;7047.141;7157.8446999999996;8393.77;6435.9897000000001;6281.8119999999999;7481.4170000000004;8509.6730000000007;6214.4679999999998;6890.4949999999999;6400.9769999999999;6377.9926999999998;Cluster_00180;NA;4;858.6749973;2;35.45610597;23323;NA;RP
190;431.3341477;999;33.50968629;1138;130;3;0;22.0133197;0.0063;130;Cluster_06115;1154.3177000000001;883.21643;466.14462;826.5677;731.76400000000001;561.33590000000004;502.79135000000002;513.36270000000002;490.54289999999997;598.59466999999995;485.92914000000002;836.77135999999996;503.49405000000002;1024.6315999999999;Cluster_06115;NA;2;860.6537423;2;33.50968629;23440;NA;RP
191;431.758668;999;47.23477706;2386;117;1;2010;22.0126114;0.0045;117;Cluster_06117;NaN;383.79645;355.25595;382.00732;397.90249999999997;450.43756000000002;423.26537999999999;352.93146000000002;350.81619999999998;341.26254;409.23336999999998;454.74666999999999;376.59683000000001;368.74900000000002;Cluster_06117;NA;2;861.5027829;2;47.23477706;23469;NA;RP
192;432.3239187;999;32.86585181;2280;127;1;2037;22.0127609;0.0105;127;Cluster_06119;NaN;214.06038;241.40671;218.79192;343.63846000000001;345.13824;394.02118000000002;221.72730000000001;420.41131999999999;285.02393000000001;319.47449999999998;453.22525000000002;221.50063;615.89829999999995;Cluster_06119;NA;2;862.6332845;2;32.86585181;23562;NA;RP
193;434.4200719;999;41.17018073;1235;275;2;206;14.0155047;0.5147;275;Cluster_08537;7731.5739999999996;1552.3181;1543.2755;1552.1072;1809.0505000000001;2169.8186000000001;1809.6631;1584.0614;1710.7798;1841.7021;1510.4844000000001;1585.9530999999999;1522.5759;1985.0172;Cluster_08537;4184;2;433.4127959;1;41.17018073;23748;M+H;RP
194;434.8006269;999;47.34852335;972;79;1;1153;14.0155931;0.0888;79;Cluster_06131;992.71259999999995;252.42137;174.66727;241.8052;262.7165;307.07245;249.09639000000001;316.77148;197.54019;312.67325;231.72734;211.82603;227.9665;131.61330000000001;Cluster_06131;NA;2;867.5867008;2;47.34852335;23759;NA;RP
195;436.2449916;999;30.50287083;1608;52;1;301;14.0157447;1.0259;52;Cluster_08541;NaN;1112.0929;1056.7214;1111.8829;499.73784999999998;425.96982000000003;595.40520000000004;563.38160000000005;770.01829999999995;NaN;705.27380000000005;1000.5548;510.78539999999998;475.68045000000001;Cluster_08541;4201;2;435.2377156;1;30.50287083;23854;M+H;RP
196;436.325016;999;32.33219466;1594;139;1;2059;22.013478;0.0171;139;Cluster_06140;680.04150000000004;370.76993;254.2378;378.44434;375.93713000000002;438.98174999999998;446.84591999999998;370.80228;458.46260000000001;355.97881999999998;390.52652;337.13283999999999;569.83529999999996;311.83330000000001;Cluster_06140;NA;2;870.635479;2;32.33219466;23878;NA;RP
197;437.3321733;999;33.43316359;1717;122/259;3/1;2290;22.0121399/29.0219863;0.0906/0.4923;122/259;Cluster_06146;105.23678;96.19493;33.451824;114.09467;97.519829999999999;41.070487999999997;66.619029999999995;27.601870000000002;77.888469999999998;34.137962000000002;141.56800999999999;158.25702000000001;38.211627999999997;65.502719999999997;Cluster_06146;NA;2;872.6497937;2;33.43316359;23977;NA;RP
198;437.3334692;999;47.47035246;1519;15;2;224;13.0071962;0.0246;15;Cluster_06148;5870.7475999999997;383.53412;390.89786;383.78912;320.73403999999999;354.61212;405.19977;307.51468;328.60003999999998;232.72739000000001;436.07056;435.54773;441.68488000000002;397.85602;Cluster_06148;NA;2;872.6523853;2;47.47035246;23973;NA;RP
199;437.3342985;999;33.26891699;1826;133/237/247;3/1/1;2290/2290;22.0131584/29.0204958/29.0208657;0.0085/0.6675/0.5745;133/237/247;Cluster_06145;15110.254000000001;3782.69;5337.4604;4001.7957;5685.366;5970.6356999999998;5546.7152999999998;4159.7606999999998;4581.7543999999998;3254.2498000000001;4561.2896000000001;5867.4395000000004;5018.9979999999996;5790.4165000000003;Cluster_06145;NA;3;872.6540439;2;33.26891699;23948;NA;RP
200;437.3343566;999;31.96767667;588;328;1;2065;22.0130142;0.0171;328;Cluster_06143;1382.6742999999999;211.53705;284.3212;212.48268;234.20276000000001;572.72659999999996;380.71512000000001;360.6096;377.11563000000001;112.65971;255.34470999999999;330.44754;283.40710000000001;295.35219999999998;Cluster_06143;NA;2;872.6541602;2;31.96767667;23945;NA;RP
201;438.2608164;999;32.31664199;268;62/285;1/1;46/46;14.0159416/14.0160719;0.7059/0.5741;62/285;Cluster_08547;NaN;1009.71295;1403.7633;971.1046;272.79061999999999;472.61059999999998;365.65543000000002;531.05050000000006;1143.6953000000001;892.77013999999997;1277.7394999999999;1346.7559000000001;1403.5706;1088.8632;Cluster_08547;4216;2;437.2535404;1;32.31664199;24023;M+H;RP
202;438.2610504;999;31.65539974;1117;199/279/312/322;2/2/1/1;433/640/816/816;26.0155429/14.0156784/14.0158212/14.0155801;0.8869/1.0558/0.9048/0.8426;199/279/312/322;Cluster_02887;NaN;52194.027;47100.34;52213.344;30124.157999999999;26155.953000000001;34136.934000000001;39153.082000000002;43093.082000000002;1507.0879;28910.256000000001;66128.850000000006;47671.68;5390.009;Cluster_02887;261;3;437.2537744;1;31.65539974;24019;M+H;RP
203;438.3791552;999;36.77728122;949;72;2;1413;14.0156756;0.8762;72;Cluster_08549;9522.7860000000001;4489.0146;4448.066;4489.9053;4900.0219999999999;5567.58;4972.4652999999998;4658.3159999999998;4563.143;4290.9013999999997;4238.8525;4873.3374000000003;4469.3140000000003;5236.2065000000002;Cluster_08549;4224;3;437.3718792;1;36.77728122;24046;M+H;RP
204;438.7598043;999;47.28357568;1785;324;4;1208;22.0130611;0.0039;324;Cluster_06161;1975.905;1318.7657;923.53033;1302.7977;1453.8923;1256.3300999999999;1203.2047;1193.9335000000001;1193.0343;1015.4553;1306.1043999999999;1392.8937000000001;1479.4739;1432.5746999999999;Cluster_06161;NA;3;875.5050555;2;47.28357568;24077;NA;RP
205;438.8042262;999;47.36835007;2089;150;1;1841;23.020301;0.0593;150;Cluster_12917;1959.8434;272.296;300.85037;270.6223;318.00308000000001;243.33965000000001;165.43253000000001;232.04955000000001;354.39746000000002;173.28989000000001;460.16653000000002;315.37268;211.32220000000001;297.53017999999997;Cluster_12917;4227;2;437.7969502;1;47.36835007;24182;M+H;RP
206;439.8110607;999;33.27828075;968;267;2;1071;34.0116127;0.8885;267;Cluster_06166;NaN;203.16127;317.03986;215.08847;446.76413000000002;601.90650000000005;442.99914999999999;404.20807000000002;204.11870999999999;276.97577000000001;267.56427000000002;337.7346;400.86919999999998;287.80795000000001;Cluster_06166;NA;2;877.6075683;2;33.27828075;24183;NA;RP
207;440.2768752;999;32.79827451;2757;313/329;3/3;2888/2888;14.0158877/14.0158472;0.9658/0.913;313/329;Cluster_02901;NaN;1884.7665;2729.7214;1753.346;NaN;NaN;NaN;NaN;NaN;1298.3258000000001;1383.5474999999999;NaN;NaN;2450.2856000000002;Cluster_02901;4243;2;439.2695992;1;32.79827451;24231;M+H;RP
208;440.2768913;999;33.07668875;2447;205/277/326;1/2/1;416/2888/1342;26.0150658/14.0157585/14.0156342;0.4054/0.5856/0.8053;205/277/326;Cluster_02902;NaN;3387.294;7040.216;2655.469;915.38959999999997;759.38919999999996;1304.56;935.36260000000004;6827.2370000000001;NaN;1048.9259999999999;426.83640000000003;4509.1850000000004;NaN;Cluster_02902;4244;2;439.2696153;1;33.07668875;24232;M+H;RP
209;440.3583556;999;34.20927807;1754;57;1;1935;14.0156;0.952;57;Cluster_08556;2103.2175000000002;580.5445;659.74115;579.7384;495.67252000000002;610.79300000000001;839.04674999999997;605.51440000000002;767.52629999999999;624.24059999999997;483.83600000000001;523.90509999999995;675.34393;762.82324000000006;Cluster_08556;4245;2;439.3510796;1;34.20927807;24244;M+H;RP
210;440.8193584;999;47.54223219;2614;185;2;345;24.0294953;0.1059;185;Cluster_06171;14698.672;2250.979;1524.9672;2351.2346;1669.1133;1760.9673;2166.509;1410.8597;1762.4742000000001;1757.3821;2069.2620000000002;1889.1267;1537.5507;1525.9528;Cluster_06171;NA;4;879.6241638;2;47.54223219;24264;NA;RP
211;441.8286981;999;31.99536736;1247;289;2;1010;22.0129767;0.0111;289;Cluster_06180;2901.9463000000001;338.28937;570.4076;376.94324;650.35850000000005;776.78070000000002;664.6499;672.52689999999996;673.82529999999997;480.95242000000002;556.54407000000003;539.67470000000003;703.42790000000002;863.73846000000003;Cluster_06180;NA;2;881.6428432;2;31.99536736;24349;NA;RP
212;442.780162;999;47.25103118;1045;124/132;3/2;1125;22.0128229/22.0132319;0.0015/6e-04;124/132;Cluster_06183;NaN;1053.2609;860.40967;1053.5211;1020.4364;1120.2476999999999;978.98009999999999;1015.14545;1077.193;925.01649999999995;1119.1249;989.28570000000002;910.98469999999998;1018.2972;Cluster_06183;NA;2;883.545771;2;47.25103118;24427;NA;RP
213;442.83626;999;34.46831429;706;246;3;0;29.0207558;0.5965;246;Cluster_06185;21879.537;14120.106;11921.08;14333.592;13586.647999999999;15039.795;15407.645500000001;13089.812;12212.593999999999;14129.118;12875.142;12118.099;11926.221;12546.6875;Cluster_06185;NA;4;883.6579669;2;34.46831429;24436;NA;RP
214;442.8365205;999;34.65907921;961;136/149;3/2;466;22.0130733/23.0207303;0.0871/0.7685;136/149;Cluster_06186;231.59632999999999;941.9767;297.78424;1183.276;930.45996000000002;858.81759999999997;712.16614000000004;567.35315000000003;835.71105999999997;666.80309999999997;1076.9223999999999;993.22155999999995;803.66899999999998;1006.90027;Cluster_06186;NA;3;883.658488;2;34.65907921;24437;NA;RP
215;445.3308635;999;47.36431665;1815;151;2;1847;23.0209952;0.1356;151;Cluster_06196;2739.5039999999999;206.27727;176.46707;202.76448;271.23727000000002;415.93362000000002;200.07221999999999;159.84238999999999;223.65522999999999;156.45773;230.22968;279.62835999999999;217.56555;219.91171;Cluster_06196;NA;2;888.6471739;2;47.36431665;24701;NA;RP
216;445.3493889;999;34.7854932;2300;242;2;1021;29.020586;0.6455;242;Cluster_06199;1041.9828;942.0238;893.9011;950.8924;915.56640000000004;1121.9231;950.18169999999998;1004.62366;1039.2987000000001;1250.7234000000001;884.8039;1379.3567;971.51679999999999;782.52484000000004;Cluster_06199;NA;2;888.6842249;2;34.7854932;24707;NA;RP
217;445.3529243;999;34.60373153;934;262;3;0;29.022701;0.5533;262;Cluster_06198;161.30258000000001;119.24269;34.511166;137.10869;122.78740000000001;329.46449999999999;162.66486;83.346450000000004;172.07372000000001;124.94352000000001;108.35845999999999;155.62431000000001;76.86027;114.245964;Cluster_06198;NA;2;888.6912955;2;34.60373153;24706;NA;RP
218;445.4248176;999;42.24818396;1550;231;3;0;28.0314295;1.0721;231;Cluster_12939;3006.2698;516.7593;439.92346;508.8799;492.81216000000001;516.72626000000002;408.87954999999999;589.84;374.24993999999998;572.73235999999997;487.22262999999998;451.03528;490.92270000000002;521.26869999999997;Cluster_12939;4321;2;444.4175416;1;42.24818396;24719;M+H;RP
219;445.8228221;999;31.65748751;2458;318/323;5/2;2377;22.0130773/22.0128904;0.0262/0.0164;318/323;Cluster_00200;2787.2476000000001;469.47235;363.28336;463.7164;432.16836999999998;546.73779999999999;386.89681999999999;680.43726000000004;473.24948000000001;801.01689999999996;350.04468000000003;518.82117000000005;514.68915000000004;440.43225000000001;Cluster_00200;NA;2;889.6310911;2;31.65748751;24731;NA;RP
220;446.3392854;999;47.45222301;1032;12;1;2530;13.0068208;0.0254;12;Cluster_06202;11267.315000000001;498.41516;642.2277;512.8782;648.5104;743.68320000000006;600.49492999999995;527.16985999999997;661.62350000000004;365.87222000000003;460.15732000000003;596.42926;400.02292;894.33259999999996;Cluster_06202;NA;2;890.6640179;2;47.45222301;24806;NA;RP
